Metric,Value
companyOfficers,"[{'maxAge': 1, 'name': 'Mr. Lawrence Francis Hutchings', 'age': 58, 'title': 'CEO & Director', 'yearBorn': 1966, 'fiscalYear': 2025, 'totalPay': 667810, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. David Neville Benson', 'age': 54, 'title': 'CFO & Director', 'yearBorn': 1970, 'fiscalYear': 2025, 'totalPay': 575100, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Richard  Swayne', 'title': 'Investment Director', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Kate  Ankers', 'title': 'Chief Accountant', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Chris  Boultwood', 'title': 'Head of Technology', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Cynthia H. Alers', 'title': 'Interim Head of Investor Relations', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Clare  Marland', 'title': 'Head of Corporate Communications', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Charles  Fraser', 'title': 'Head of Sales', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Paul  Hewlett', 'title': 'Director of Strategy & Corporate Development', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Satpreet  Dhariwal', 'title': 'Senior HR Manager & Chair of Supporting Others group', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}]"
auditRisk,3
boardRisk,2
compensationRisk,1
shareHolderRightsRisk,1
overallRisk,1
governanceEpochDate,1748736000
compensationAsOfEpochDate,1767139200
executiveTeam,[]
maxAge,86400
priceHint,2
previousClose,391.5
open,389.0
dayLow,389.0
dayHigh,395.0
regularMarketPreviousClose,391.5
regularMarketOpen,389.0
regularMarketDayLow,389.0
regularMarketDayHigh,395.0
dividendRate,0.28
dividendYield,6.75
exDividendDate,1751500800
payoutRatio,10.1428995
fiveYearAvgDividendYield,4.63
beta,0.936
trailingPE,131.33334
forwardPE,0.10428799
volume,2313943
regularMarketVolume,2313943
averageVolume,654052
averageVolume10days,1210121
averageDailyVolume10Day,1210121
bid,394.0
ask,395.0
bidSize,0
askSize,0
marketCap,757484736
fiftyTwoWeekLow,379.5
fiftyTwoWeekHigh,664.0
priceToSalesTrailing12Months,4.0900903
fiftyDayAverage,422.79
twoHundredDayAverage,476.9675
trailingAnnualDividendRate,0.284
trailingAnnualDividendYield,0.00072541507
currency,GBp
tradeable,False
enterpriseValue,1651119488
profitMargins,0.029159999
floatShares,137550491
sharesOutstanding,192255008
heldPercentInsiders,0.32305
heldPercentInstitutions,0.5377
impliedSharesOutstanding,200358000
bookValue,7.82
priceToBook,50.38363
lastFiscalYearEnd,1743379200
nextFiscalYearEnd,1774915200
mostRecentQuarter,1743379200
netIncomeToCommon,5400000
trailingEps,0.03
forwardEps,37.78
lastSplitFactor,1:10
lastSplitDate,1312761600
enterpriseToRevenue,8.915
enterpriseToEbitda,16.332
52WeekChange,-0.3378151
SandP52WeekChange,0.12677538
lastDividendValue,0.19
lastDividendDate,1751500800
quoteType,EQUITY
currentPrice,394.0
targetHighPrice,695.0
targetLowPrice,500.0
targetMeanPrice,566.3
targetMedianPrice,535.0
recommendationMean,1.4
recommendationKey,strong_buy
numberOfAnalystOpinions,10
totalCash,32700000
totalCashPerShare,0.17
ebitda,101100000
totalDebt,876099968
quickRatio,0.299
currentRatio,0.643
totalRevenue,185200000
debtToEquity,58.321
revenuePerShare,0.965
returnOnAssets,0.02469
returnOnEquity,0.00354
grossProfits,122100000
freeCashflow,71975000
operatingCashflow,76600000
revenueGrowth,-0.009
grossMargins,0.65929
ebitdaMargins,0.5459
operatingMargins,0.55819
financialCurrency,GBP
symbol,WKP.L
language,en-US
region,US
typeDisp,Equity
quoteSourceName,Delayed Quote
triggerable,False
customPriceAlertConfidence,LOW
exchange,LSE
messageBoardId,finmb_881480
exchangeTimezoneName,Europe/London
exchangeTimezoneShortName,BST
gmtOffSetMilliseconds,3600000
market,gb_market
esgPopulated,False
regularMarketChangePercent,0.6385696
regularMarketPrice,394.0
corporateActions,[]
regularMarketTime,1751645700
marketState,CLOSED
shortName,WORKSPACE GROUP PLC ORD GBP1
longName,Workspace Group Plc
hasPrePostMarketData,False
firstTradeDateMilliseconds,755769600000
regularMarketChange,2.5
regularMarketDayRange,389.0 - 395.0
fullExchangeName,LSE
averageDailyVolume3Month,654052
fiftyTwoWeekLowChange,14.5
fiftyTwoWeekLowChangePercent,0.038208168
fiftyTwoWeekRange,379.5 - 664.0
fiftyTwoWeekHighChange,-270.0
fiftyTwoWeekHighChangePercent,-0.4066265
fiftyTwoWeekChangePercent,-33.78151
earningsTimestamp,1749108600
earningsTimestampStart,1749108600
earningsTimestampEnd,1749108600
earningsCallTimestampStart,1749110400
earningsCallTimestampEnd,1749110400
isEarningsDateEstimate,False
epsTrailingTwelveMonths,0.03
epsForward,37.78
epsCurrentYear,0.31713
priceEpsCurrentYear,1242.3927
fiftyDayAverageChange,-28.790009
fiftyDayAverageChangePercent,-0.06809529
twoHundredDayAverageChange,-82.9675
twoHundredDayAverageChangePercent,-0.17394792
sourceInterval,15
exchangeDataDelayedBy,15
averageAnalystRating,1.4 - Strong Buy
cryptoTradeable,False
trailingPegRatio,
