,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Long Term Provisions,571000000.0,563000000.0,550000000.0,611000000.0,
Current Liabilities,25234000000.0,23507000000.0,25427000000.0,24778000000.0,
Other Current Liabilities,16000000.0,167000000.0,78000000.0,44000000.0,
Current Debt And Capital Lease Obligation,6202000000.0,4901000000.0,5571000000.0,7061000000.0,
Current Capital Lease Obligation,322000000.0,334000000.0,340000000.0,365000000.0,
Current Debt,5880000000.0,4567000000.0,5231000000.0,6696000000.0,
Current Provisions,831000000.0,537000000.0,748000000.0,480000000.0,
Payables,12299000000.0,12484000000.0,13590000000.0,11753000000.0,
Other Payable,808000000.0,766000000.0,987000000.0,1045000000.0,
Total Tax Payable,1233000000.0,1363000000.0,1503000000.0,1812000000.0,
Accounts Payable,10258000000.0,10355000000.0,11100000000.0,8896000000.0,
Total Assets,79750000000.0,75266000000.0,77821000000.0,75095000000.0,
Total Non Current Assets,60556000000.0,57364000000.0,58664000000.0,57694000000.0,
Other Non Current Assets,533000000.0,423000000.0,338000000.0,415000000.0,
Defined Pension Benefit,4164000000.0,3781000000.0,4260000000.0,5119000000.0,
Non Current Prepaid Assets,,,,,101000000.0
Non Current Deferred Taxes Assets,1280000000.0,1113000000.0,1049000000.0,1465000000.0,
Financial Assets,68000000.0,75000000.0,51000000.0,52000000.0,
Investmentin Financial Assets,1503000000.0,1311000000.0,1103000000.0,989000000.0,
Available For Sale Securities,1126000000.0,912000000.0,639000000.0,577000000.0,
Financial Assets Designatedas Fair Value Through Profitor Loss Total,377000000.0,399000000.0,464000000.0,412000000.0,
Long Term Equity Investment,94000000.0,94000000.0,84000000.0,60000000.0,
Investmentsin Joint Venturesat Cost,80000000.0,70000000.0,65000000.0,37000000.0,
Investmentsin Associatesat Cost,14000000.0,24000000.0,19000000.0,23000000.0,
Goodwill And Other Intangible Assets,40901000000.0,39466000000.0,40489000000.0,38591000000.0,
Other Intangible Assets,18590000000.0,18357000000.0,18880000000.0,18261000000.0,
Goodwill,22311000000.0,21109000000.0,21609000000.0,20330000000.0,
Net PPE,11669000000.0,10707000000.0,10770000000.0,10347000000.0,
Accumulated Depreciation,-12528000000.0,-12129000000.0,-12351000000.0,-11709000000.0,
Gross PPE,24197000000.0,22836000000.0,23121000000.0,22056000000.0,
Other Properties,587000000.0,583000000.0,650000000.0,661000000.0,
Machinery Furniture Equipment,15800000000.0,14957000000.0,15108000000.0,14462000000.0,
Buildings And Improvements,2706000000.0,2625000000.0,2655000000.0,2667000000.0,
Land And Improvements,5104000000.0,4671000000.0,4708000000.0,4266000000.0,
Properties,0.0,0.0,0.0,0.0,
Current Assets,19194000000.0,17902000000.0,19157000000.0,17401000000.0,
Hedging Assets Current,149000000.0,37000000.0,238000000.0,76000000.0,
Assets Held For Sale Current,167000000.0,691000000.0,28000000.0,2401000000.0,
Inventory,5177000000.0,5119000000.0,5931000000.0,4683000000.0,
Inventories Adjustments Allowances,-304000000.0,-358000000.0,-379000000.0,-308000000.0,
Finished Goods,3569000000.0,3662000000.0,4248000000.0,3393000000.0,
Raw Materials,1912000000.0,1815000000.0,2062000000.0,1598000000.0,
Other Receivables,890000000.0,915000000.0,1442000000.0,888000000.0,
Taxes Receivable,955000000.0,1008000000.0,1134000000.0,922000000.0,
Accounts Receivable,4227000000.0,4023000000.0,4544000000.0,3582000000.0,
Allowance For Doubtful Accounts Receivable,-179000000.0,-198000000.0,-188000000.0,-201000000.0,
Gross Accounts Receivable,4406000000.0,4221000000.0,4732000000.0,3783000000.0,
Cash Cash Equivalents And Short Term Investments,7629000000.0,6109000000.0,5840000000.0,4849000000.0,
Other Short Term Investments,1493000000.0,1950000000.0,1514000000.0,1434000000.0,
Cash And Cash Equivalents,6136000000.0,4159000000.0,4326000000.0,3415000000.0,
Cash Equivalents,2895000000.0,1297000000.0,1773000000.0,910000000.0,
Cash Financial,3241000000.0,2862000000.0,2553000000.0,2505000000.0,
