Metric,Value
companyOfficers,"[{'maxAge': 1, 'name': 'Mr. Fernando  Fernandez', 'age': 58, 'title': 'CEO & Director', 'yearBorn': 1966, 'fiscalYear': 2024, 'totalPay': 3116483, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Hein M. A. Schumacher', 'age': 53, 'title': 'Executive Officer', 'yearBorn': 1971, 'fiscalYear': 2024, 'totalPay': 4745670, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Srinivas  Phatak', 'age': 52, 'title': 'Acting CFO & Group Controller', 'yearBorn': 1972, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Wilhelmus  Uijen', 'age': 48, 'title': 'Chief Supply Chain & Operations Officer', 'yearBorn': 1976, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Jemma  Spalton', 'title': 'Head of Investor Relations', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Maria Rosaria Varsellona J.D., L.L.B.', 'age': 54, 'title': 'Chief Legal Officer & Group Secretary', 'yearBorn': 1970, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Esi Eggleston Bracey', 'age': 53, 'title': 'Chief Growth & Marketing Officer', 'yearBorn': 1971, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Mairead  Nayager', 'age': 49, 'title': 'Chief People Officer', 'yearBorn': 1975, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Richard  Slater', 'age': 46, 'title': 'Chief Research & Development Officer', 'yearBorn': 1978, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Rebecca  Marmot', 'title': 'Chief Sustainability Officer', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}]"
auditRisk,5
boardRisk,4
compensationRisk,10
shareHolderRightsRisk,1
overallRisk,9
governanceEpochDate,1748736000
compensationAsOfEpochDate,1735603200
irWebsite,http://www.unilever.com/investorrelations/
executiveTeam,[]
maxAge,86400
priceHint,2
previousClose,4488.0
open,4484.0
dayLow,4468.0
dayHigh,4513.0
regularMarketPreviousClose,4488.0
regularMarketOpen,4484.0
regularMarketDayLow,4468.0
regularMarketDayHigh,4513.0
dividendRate,1.5
dividendYield,3.39
exDividendDate,1747267200
payoutRatio,0.75699997
fiveYearAvgDividendYield,3.54
beta,0.217
trailingPE,22.86802
forwardPE,14.392971
volume,1061333
regularMarketVolume,1061333
averageVolume,3717687
averageVolume10days,2804381
averageDailyVolume10Day,2804381
bid,4502.0
ask,4504.0
bidSize,0
askSize,0
marketCap,110452695040
fiftyTwoWeekLow,4303.0
fiftyTwoWeekHigh,5034.0
priceToSalesTrailing12Months,1.8178221
fiftyDayAverage,4633.02
twoHundredDayAverage,4630.285
trailingAnnualDividendRate,1.791
trailingAnnualDividendYield,0.00039906419
currency,GBp
tradeable,False
enterpriseValue,136846278656
profitMargins,0.09453
floatShares,2456089445
sharesOutstanding,2451780096
heldPercentInsiders,0.033940002
heldPercentInstitutions,0.53787
impliedSharesOutstanding,2554459904
bookValue,8.075
priceToBook,557.8948
lastFiscalYearEnd,1735603200
nextFiscalYearEnd,1767139200
mostRecentQuarter,1735603200
earningsQuarterlyGrowth,-0.305
netIncomeToCommon,5744000000
trailingEps,1.97
forwardEps,3.13
lastSplitFactor,9:20
lastSplitDate,1148256000
enterpriseToRevenue,2.252
enterpriseToEbitda,11.143
52WeekChange,0.036108613
SandP52WeekChange,0.12677538
lastDividendValue,0.3887
lastDividendDate,1747267200
quoteType,EQUITY
currentPrice,4505.0
targetHighPrice,6048.1704
targetLowPrice,3646.5876
targetMeanPrice,5023.7603
targetMedianPrice,5245.593
recommendationMean,2.38889
recommendationKey,buy
numberOfAnalystOpinions,17
totalCash,7318000128
totalCashPerShare,2.956
ebitda,12280999936
totalDebt,32053000192
quickRatio,0.495
currentRatio,0.761
totalRevenue,60761001984
debtToEquity,142.11
revenuePerShare,24.377
returnOnAssets,0.09069
returnOnEquity,0.29405
grossProfits,27370000384
freeCashflow,6307624960
operatingCashflow,9518999552
earningsGrowth,-0.294
revenueGrowth,0.016
grossMargins,0.45044997
ebitdaMargins,0.20212
operatingMargins,0.17285
financialCurrency,EUR
symbol,ULVR.L
language,en-US
region,US
typeDisp,Equity
quoteSourceName,Delayed Quote
triggerable,False
customPriceAlertConfidence,LOW
hasPrePostMarketData,False
firstTradeDateMilliseconds,583743600000
corporateActions,[]
regularMarketTime,1751643358
exchange,LSE
messageBoardId,finmb_523191
exchangeTimezoneName,Europe/London
exchangeTimezoneShortName,BST
gmtOffSetMilliseconds,3600000
market,gb_market
esgPopulated,False
regularMarketChangePercent,0.37878788
regularMarketPrice,4505.0
marketState,CLOSED
shortName,UNILEVER PLC ORD 3 1/9P
longName,Unilever PLC
regularMarketChange,17.0
regularMarketDayRange,4468.0 - 4513.0
fullExchangeName,LSE
averageDailyVolume3Month,3717687
fiftyTwoWeekLowChange,202.0
fiftyTwoWeekLowChangePercent,0.046943992
fiftyTwoWeekRange,4303.0 - 5034.0
fiftyTwoWeekHighChange,-529.0
fiftyTwoWeekHighChangePercent,-0.10508542
fiftyTwoWeekChangePercent,3.6108613
earningsTimestamp,1753947000
earningsTimestampStart,1753947000
earningsTimestampEnd,1753947000
earningsCallTimestampStart,1753945200
earningsCallTimestampEnd,1753945200
isEarningsDateEstimate,False
epsTrailingTwelveMonths,1.97
epsForward,3.13
epsCurrentYear,2.95584
priceEpsCurrentYear,1524.1014
fiftyDayAverageChange,-128.02002
fiftyDayAverageChangePercent,-0.02763209
twoHundredDayAverageChange,-125.28516
twoHundredDayAverageChangePercent,-0.027057763
sourceInterval,15
exchangeDataDelayedBy,15
averageAnalystRating,2.4 - Buy
cryptoTradeable,False
trailingPegRatio,1.8247
