Metric,Value
companyOfficers,"[{'maxAge': 1, 'name': 'Mr. Kim  Kelderman', 'age': 57, 'title': 'CEO, President & Director', 'yearBorn': 1967, 'fiscalYear': 2024, 'totalPay': 1058644, 'exercisedValue': 65499, 'unexercisedValue': 6360061}, {'maxAge': 1, 'name': 'Mr. James T. Hippel CPA', 'age': 53, 'title': 'Executive VP of Finance & CFO', 'yearBorn': 1971, 'fiscalYear': 2024, 'totalPay': 924742, 'exercisedValue': 2182860, 'unexercisedValue': 15505124}, {'maxAge': 1, 'name': 'Mr. Shane  Bohnen', 'age': 49, 'title': 'Senior VP, General Counsel, Corporate Secretary & Chief Sustainability Officer', 'yearBorn': 1975, 'fiscalYear': 2024, 'totalPay': 430768, 'exercisedValue': 0, 'unexercisedValue': 244188}, {'maxAge': 1, 'name': 'Mr. William A. Geist', 'age': 55, 'title': 'President of Protein Sciences Segment', 'yearBorn': 1969, 'fiscalYear': 2024, 'totalPay': 709942, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Dr. Matthew F. McManus M.D., MBA, Ph.D.', 'age': 55, 'title': 'President of Diagnostics & Genomics', 'yearBorn': 1969, 'fiscalYear': 2024, 'totalPay': 659007, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Dr. Gary J. Latham Ph.D.', 'title': 'VP & CTO', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. David  Clair C.F.A.', 'title': 'VP of Investor Relations & Corporate Development', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Gerry  Andros', 'title': 'Vice President of Sales and Marketing', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Martin  Wirtz', 'title': 'Senior Vice President of Strategy & Corporate Development', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Cheryl  Bethune', 'title': 'Senior VP & Chief Human Resources Officer', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}]"
auditRisk,7
boardRisk,1
compensationRisk,9
shareHolderRightsRisk,1
overallRisk,5
governanceEpochDate,1748736000
compensationAsOfEpochDate,1735603200
irWebsite,http://www.techne-corp.com/
executiveTeam,[]
maxAge,86400
priceHint,2
previousClose,53.18
open,53.31
dayLow,52.6978
dayHigh,53.62
regularMarketPreviousClose,53.18
regularMarketOpen,53.31
regularMarketDayLow,52.6978
regularMarketDayHigh,53.62
dividendRate,0.32
dividendYield,0.62
exDividendDate,1747612800
payoutRatio,0.38549998
fiveYearAvgDividendYield,0.41
beta,1.381
trailingPE,64.02409
forwardPE,24.26484
volume,843085
regularMarketVolume,843085
averageVolume,2434821
averageVolume10days,2134880
averageDailyVolume10Day,2134880
bid,0.0
ask,0.0
bidSize,0
askSize,0
marketCap,8330598912
fiftyTwoWeekLow,46.01
fiftyTwoWeekHigh,83.62
priceToSalesTrailing12Months,6.891798
fiftyDayAverage,49.9602
twoHundredDayAverage,64.4546
trailingAnnualDividendRate,0.32
trailingAnnualDividendYield,0.0060172994
currency,USD
tradeable,False
enterpriseValue,8348506112
profitMargins,0.10893
floatShares,154947227
sharesOutstanding,156767008
sharesShort,6139163
sharesShortPriorMonth,7203941
sharesShortPreviousMonthDate,1747267200
dateShortInterest,1749772800
sharesPercentSharesOut,0.0392
heldPercentInsiders,0.01064
heldPercentInstitutions,1.05626
shortRatio,2.4
shortPercentOfFloat,0.045
impliedSharesOutstanding,156767008
bookValue,12.873
priceToBook,4.12802
lastFiscalYearEnd,1719705600
nextFiscalYearEnd,1751241600
mostRecentQuarter,1743379200
earningsQuarterlyGrowth,-0.54
netIncomeToCommon,131643000
trailingEps,0.83
forwardEps,2.19
lastSplitFactor,4:1
lastSplitDate,1669766400
enterpriseToRevenue,6.907
enterpriseToEbitda,28.892
52WeekChange,-0.25740635
SandP52WeekChange,0.12677538
lastDividendValue,0.08
lastDividendDate,1747612800
quoteType,EQUITY
currentPrice,53.14
targetHighPrice,90.0
targetLowPrice,51.0
targetMeanPrice,67.28
targetMedianPrice,65.64
recommendationMean,1.8125
recommendationKey,buy
numberOfAnalystOpinions,13
totalCash,140670000
totalCashPerShare,0.897
ebitda,288959008
totalDebt,423499008
quickRatio,2.233
currentRatio,3.707
totalRevenue,1208770048
debtToEquity,20.986
revenuePerShare,7.648
returnOnAssets,0.05235
returnOnEquity,0.0653
grossProfits,801673024
freeCashflow,244408752
operatingCashflow,264851008
earningsGrowth,-0.548
revenueGrowth,0.042
grossMargins,0.66321
ebitdaMargins,0.23905
operatingMargins,0.141
financialCurrency,USD
symbol,TECH
language,en-US
region,US
typeDisp,Equity
quoteSourceName,Nasdaq Real Time Price
triggerable,True
customPriceAlertConfidence,HIGH
hasPrePostMarketData,True
firstTradeDateMilliseconds,603037800000
corporateActions,[]
postMarketTime,1751574000
regularMarketTime,1751562000
exchange,NMS
messageBoardId,finmb_189488
exchangeTimezoneName,America/New_York
exchangeTimezoneShortName,EDT
gmtOffSetMilliseconds,-14400000
market,us_market
esgPopulated,False
regularMarketChangePercent,-0.075218
regularMarketPrice,53.14
marketState,CLOSED
shortName,Bio-Techne Corp
longName,Bio-Techne Corporation
postMarketChangePercent,0.0
postMarketPrice,53.14
postMarketChange,0.0
regularMarketChange,-0.0400009
regularMarketDayRange,52.6978 - 53.62
fullExchangeName,NasdaqGS
averageDailyVolume3Month,2434821
fiftyTwoWeekLowChange,7.130001
fiftyTwoWeekLowChangePercent,0.15496634
fiftyTwoWeekRange,46.01 - 83.62
fiftyTwoWeekHighChange,-30.480003
fiftyTwoWeekHighChangePercent,-0.36450613
fiftyTwoWeekChangePercent,-25.740635
dividendDate,1748563200
earningsTimestamp,1746613808
earningsTimestampStart,1754400600
earningsTimestampEnd,1754919000
earningsCallTimestampStart,1746622800
earningsCallTimestampEnd,1746622800
isEarningsDateEstimate,True
epsTrailingTwelveMonths,0.83
epsForward,2.19
epsCurrentYear,1.91056
priceEpsCurrentYear,27.813835
fiftyDayAverageChange,3.1797981
fiftyDayAverageChangePercent,0.06364662
twoHundredDayAverageChange,-11.314598
twoHundredDayAverageChangePercent,-0.1755437
sourceInterval,15
exchangeDataDelayedBy,0
averageAnalystRating,1.8 - Buy
cryptoTradeable,False
displayName,Bio-Techne
trailingPegRatio,1.4539
