Metric,Value
isEarningsDateEstimate,False
epsTrailingTwelveMonths,0.63
epsForward,1.04
epsCurrentYear,1.30192
priceEpsCurrentYear,1917.9365
shortName,COMPASS GROUP PLC ORD 11 1/20P
longName,Compass Group PLC
corporateActions,[]
regularMarketTime,1751643306
exchange,LSE
messageBoardId,finmb_692472
exchangeTimezoneName,Europe/London
exchangeTimezoneShortName,BST
gmtOffSetMilliseconds,3600000
market,gb_market
esgPopulated,False
regularMarketChangePercent,-0.27955273
regularMarketPrice,2497.0
marketState,CLOSED
trailingPegRatio,1.2713
